PLAYER,TEAM,SEASON,MIN,GP,FG3_PCT,rTS,PTS,FG2A,FG3A,FGA,FTA,OREB,DREB,AST,PF,STL,TOV,BLK,x,BOX_CREATION,OFF_LOAD,cTOV
Andrea Meneghin,FOR,2000-01,227,8,0.326,-7.7,16.55050727834142,6.175562417291575,10.621967357741509,16.797529775033084,1.976179973533304,1.7291574768416411,3.4583149536832822,3.4583149536832822,5.9285399205999125,3.2112924569916195,2.223202470224967,0.494044993383326,0.3259841081228308,1.7436744765969023,23.730714899641953,9.368459735102673
Andrei Maltsev,PET,2000-01,115,9,0.417,0.3,16.72801043327054,3.616867120707144,10.85060136212143,14.467468482828576,1.808433560353572,0.904216780176786,4.068975510795537,0.904216780176786,9.494276191856255,1.3563251702651788,1.3563251702651788,0,0.4169838265998536,0.16172251809010696,17.413298605216344,7.789019191681907
Andrius Jurkunas,ZAL,2000-01,254,10,0.383,3.8,24.90848258216887,8.37630387718953,10.36016532178705,18.73646919897658,5.951584333792561,1.5430033457980712,6.612871481991735,2.6451485927966933,7.935445778390081,2.6451485927966933,3.526864790395592,1.5430033457980712,0.38297574214558816,2.8435349078802816,28.89901999997282,12.204098237237488
Andy Betts,AEK,2000-01,244,10,0,2,24.07862407862408,17.88697788697789,0,17.88697788697789,7.796887796887797,4.357084357084357,8.026208026208026,2.2932022932022935,8.714168714168714,2.063882063882064,4.586404586404587,1.6052416052416054,0,2.0060784602784607,29.058260923013925,15.783479261046175
Anthony Bowie,FOR,2000-01,56,2,0.4,8,32.679045092838194,11.883289124668435,9.902740937223696,21.78603006189213,9.902740937223696,1.980548187444739,5.941644562334218,3.961096374889478,3.961096374889478,0,2.970822281167109,0.9902740937223695,0.3999599721271245,5.3566537932719065,35.91488809879419,8.271840560925629
Antoine Rigaudeau,VIR,2000-01,275,10,0.548,17.299999999999997,26.674746985031206,8.959457002605903,6.312344706381432,15.271801708987335,7.5340888431004185,1.2217441367189867,3.0543603417974663,3.257984364583965,5.701472638021937,3.257984364583965,3.868856432943457,0.2036240227864978,0.5460157011480298,4.271197555639249,27.953051758615008,13.840551172560586
Arthur Lee,ZAG,2000-01,317,10,0.333,9.9,24.882352941176464,13.41176470588235,2.647058823529411,16.058823529411757,7.411764705882351,0.5294117647058822,2.823529411764705,3.176470588235293,4.058823529411763,3.8823529411764697,4.235294117647058,0,0.2889304344249119,3.102888305072186,28.156212196950133,15.042130269588688
Arturas Karnisovas,FCB,2000-01,216,8,0.417,10.4,28.218923933209645,10.12987012987013,5.788497217068645,15.918367346938775,13.26530612244898,3.6178107606679033,6.270871985157699,2.8942486085343226,4.100185528756957,1.6883116883116884,2.411873840445269,0.4823747680890538,0.41445360588895513,3.4916408775997856,28.83418556514618,8.364633136580293
Arturas Masiulis,ZAL,2000-01,50,5,0,-21.2,11.125827814569536,15.57615894039735,1.1125827814569536,16.688741721854303,0,1.1125827814569536,8.900662251655628,0,8.900662251655628,1.1125827814569536,3.337748344370861,4.450331125827814,0,0.20732052980132476,20.17472424503311,16.544208009150825
Asier Garcia,EST,2000-01,106,9,0.25,-19.3,14.801762114537445,15.859030837004404,4.229074889867841,20.088105726872246,2.1145374449339207,4.757709251101321,7.400881057268722,1.0572687224669604,6.343612334801762,2.643171806167401,4.757709251101321,2.1145374449339207,0.24282162946478802,0.6292166048354046,27.019052868052032,17.608719574056387
Balsa Radunovic,BVP,2000-01,5,1,0.5,-4.5,33.71237458193979,11.237458193979933,22.474916387959865,33.71237458193979,0,0,11.237458193979933,0,11.237458193979933,0,0,0,0.49999999982651255,0.921479097389351,34.37123213657318,0
Beno Udrih,COL,2000-01,231,10,0.077,-3.9,15.522991409802932,9.944416371905001,3.153107630116221,13.097524002021224,5.093481556341588,0.7276402223345123,3.638201111672562,4.850934815563416,8.246589186457808,2.425467407781708,4.608388074785245,0.24254674077817082,0.0706907734770569,1.8895973783173878,24.93630719876626,18.4806356372336
Bernard Thiry,CHA,2000-01,58,6,0,-20.5,3.888888888888888,4.861111111111111,0,4.861111111111111,1.944444444444444,0,2.916666666666666,0,11.666666666666664,0.972222222222222,6.8055555555555545,0,0,-0.15790833333333332,12.409317763888886,54.842302252584105
Blagota Sekulic,BVP,2000-01,6,1,0,-54.50000000000001,0,9.359331476323119,0,9.359331476323119,0,0,9.359331476323119,0,0,0,0,0,0,-1.1942,8.505478476323118,0
Bojan Bakic,BVP,2000-01,96,6,0.083,-14.899999999999999,11.110337626174726,4.678036895231464,7.017055342847196,11.695092238078661,5.262791507135397,1.169509223807866,0.584754611903933,1.754263835711799,7.017055342847196,5.262791507135397,2.339018447615732,0,0.08285132069593043,0.3553890623258582,17.919540005180806,13.052893360764209
Bojan Brkic,PET,2000-01,55,6,0.2,-3.3000000000000003,9.500609013398295,2.8501827040194883,4.750304506699147,7.600487210718636,3.800243605359318,0.9500609013398295,0.9500609013398295,1.900121802679659,3.800243605359318,0.9500609013398295,1.900121802679659,0,0.1965700414788203,0.05602969705237126,12.637868785158583,15.03514425558119
Boris Dzidic,ZAG,2000-01,91,5,0.308,-14.000000000000002,11.66879912264668,6.141473222445621,7.983915189179307,14.125388411624929,0.6141473222445623,3.684883933467373,4.299031255711935,0,6.755620544690185,2.456589288978249,3.684883933467373,0.6141473222445623,0.30779007586378704,-0.41499164550857226,17.78377814034128,20.720478541668637
Bostjan Nachbar,TRE,2000-01,96,9,0.455,2.9000000000000004,25.720250521920676,11.106471816283927,6.430062630480169,17.536534446764094,11.106471816283927,2.338204592901879,9.352818371607516,4.091858037578289,8.183716075156578,2.9227557411273493,4.676409185803758,1.1691022964509394,0.4535351235306923,4.744353972841331,33.560897850498044,13.934100352843688
Branimir Longin,ZAG,2000-01,46,4,0,-12.4,12.160694896851249,9.728555917480998,3.648208469055374,13.37676438653637,2.4321389793702495,3.648208469055374,1.2160694896851247,1.2160694896851247,9.728555917480998,0,3.648208469055374,0,0,0.5618043431053203,19.408856229098802,18.79661751312158
Byron Dinkins,PER,2000-01,302,10,0.3,1.5,22.995915663980572,7.6034882437355105,9.272546638701844,16.876034882437356,8.34529197483166,0.37090186554807375,6.861684512639364,6.861684512639364,3.709018655480737,3.1526658571586266,4.450822386576885,0,0.2999436239551821,5.3271359966412,33.95395136001815,13.108407735477492
Carlos Jimenez,EST,2000-01,248,10,0.478,12.7,21.211551376762927,7.220953660174614,5.190060443250503,12.411014103425117,7.672263263935527,2.256548018804567,11.734049697783748,3.1591672263263932,7.220953660174614,3.8361316319677634,5.190060443250503,0.67696440564137,0.47270299660174964,3.1527802748080744,25.600483699039817,20.27329055288578
Carlton Myers,FOR,2000-01,51,2,0.273,-2.3,20.862745098039216,5.490196078431372,12.078431372549018,17.56862745098039,5.490196078431372,0,2.1960784313725488,8.784313725490195,2.1960784313725488,2.1960784313725488,2.1960784313725488,0,0.27299689834077717,5.248976603885186,32.5216457227583,6.752666977845332
Casey Schmidt,VER,2000-01,287,10,0.364,5.800000000000001,19.90128331688055,8.779977933917891,6.438650484873119,15.21862841879101,2.9266593113059636,0.7804424830149236,7.414203588641773,2.7315486905522324,5.267986760350735,1.3657743452761162,2.341327449044771,0.1951106207537309,0.36283810385640014,1.9122554042515927,22.263610096764467,10.516387229513295
Cesar Arranz,EST,2000-01,30,2,0,22.8,11.237458193979933,5.618729096989966,0,5.618729096989966,3.7458193979933108,1.8729096989966554,5.618729096989966,1.8729096989966554,1.8729096989966554,1.8729096989966554,3.7458193979933108,0,0,0.6028568561872909,12.848433956521738,29.153898527002735
Cesar Bravo,FCB,2000-01,10,2,0,-54.50000000000001,0,0,0,0,9.983999999999998,0,4.991999999999999,0,4.991999999999999,0,4.991999999999999,0,0,-0.7104752000000001,8.876970231999998,56.23540317849294
Chris Corchiani,BSK,2000-01,95,10,0,-14.099999999999998,10.051029385887734,4.729896181594228,3.547422136195671,8.277318317789899,9.459792363188456,2.9561851134963923,4.138659158894949,1.182474045398557,10.051029385887734,3.547422136195671,2.364948090797114,0,0,0.22683818405771583,15.853619884040118,14.917401250284257
Claudio Coldebella,PAK,2000-01,240,10,0.429,6.2,12.111465409676976,3.027866352419244,4.891168723138779,7.919035075558021,4.658255926798836,0.23291279633994183,5.356994315818661,5.356994315818661,7.686122279218079,2.329127963399418,2.0962151670594764,0.46582559267988366,0.4226022215142116,2.068916786282521,17.561904089464985,11.93614972716399
Claudio Pilutti,FOR,2000-01,167,10,0.286,-14.399999999999999,8.735126487351264,4.703529647035296,4.703529647035296,9.407059294070592,3.3596640335966406,1.6798320167983203,5.03949605039496,1.6798320167983203,4.703529647035296,4.703529647035296,2.6877312268773124,0,0.28086239540693736,-0.1106467657450414,14.753804270821462,18.21720810132223
Constantin Popa,JER,2000-01,124,9,0,15.5,15.15584941303468,8.419916340574822,0,8.419916340574822,5.4729456213736345,2.946970719201188,6.735933072459857,0.42099581702874106,9.261907974632306,2.946970719201188,2.946970719201188,3.3679665362299285,0,0.6375527998920529,14.546580247874783,20.25885582029998
Corey Albano,VER,2000-01,246,10,0.214,9.8,27.04362529590801,13.862698681095702,3.1816029759891777,17.04430165708488,9.090294217111937,3.4088603314169763,9.090294217111937,2.2725735542779844,7.726750084545146,2.727088265133581,4.772404463983767,0.6817720662833953,0.19693823578116876,2.682974519096896,29.43919252346067,16.211057623881988
Cristian Akrivos,VIR,2000-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1942,-0.853853,-0
Dainius Salenga,ZAL,2000-01,91,4,0.571,18.8,24.619893753434695,9.23246015753801,4.3084814068510715,13.540941564389081,7.385968126030408,2.461989375343469,2.461989375343469,3.692984063015204,4.923978750686938,2.461989375343469,4.3084814068510715,0.6154973438358673,0.555839540055416,4.465979605634205,27.062162411983394,15.920684168768542
Daniel Becker,OVA,2000-01,52,2,0.667,7.000000000000001,16.015399422521657,7.006737247353225,6.005774783445622,13.012512030798847,0,1.0009624639076036,3.002887391722811,0,7.006737247353225,0,4.003849855630414,1.0009624639076036,0.6637204671262724,-0.7822856323184559,16.457027659321565,24.32911907614471
Daniel Garcia,BSK,2000-01,54,6,0.25,-17.8,11.323529411764705,11.323529411764705,4.11764705882353,15.441176470588237,0,2.058823529411765,8.23529411764706,3.088235294117647,10.294117647058824,0,4.11764705882353,3.088235294117647,0.24198904964112028,0.98572688618914,22.579794723625238,18.235980925527354
Darko Krunic,ZAD,2000-01,254,10,0.419,11.600000000000001,28.896479243300053,12.091434576983712,6.353126642143984,18.444561219127696,7.787703625853915,0.40987913820283767,2.459274829217026,5.3284287966368895,4.098791382028376,1.4345769837099318,3.0740935365212825,0,0.4175433319378726,6.064301483653143,33.27754150931437,9.23774232438669
David Andersen,VIR,2000-01,185,10,0.25,11.5,24.466019417475724,13.592233009708735,1.2081984897518878,14.800431499460625,8.457389428263214,3.322545846817692,7.249190938511326,1.5102481121898597,6.645091693635384,0.6040992448759439,5.4368932038834945,1.2081984897518878,0.1349900186791575,2.0257727453889927,26.53968964887546,20.485895938552794
David Arigbabu,VER,2000-01,107,7,0,2.6,18.791362435917353,14.615504116824608,0,14.615504116824608,4.175858319092745,3.1318937393195583,10.439645797731863,2.609911449432966,7.307752058412304,1.0439645797731862,3.653876029206152,1.0439645797731862,0,1.4617502874009634,23.109342848997983,15.811250250954597
David Berbois,OVA,2000-01,139,8,0.333,2.5,22.413793103448278,8.218390804597703,8.965517241379313,17.183908045977017,5.603448275862069,1.4942528735632186,3.362068965517242,5.2298850574712645,9.339080459770116,1.4942528735632186,9.339080459770116,0,0.332914936334946,5.297713269065072,36.698784527611416,25.447928534918052
David Brkic,VIR,2000-01,1,1,0,-54.50000000000001,0,56,0,56,0,0,0,0,0,0,0,0,0,-1.1942,55.146147,0
David Desy,CHA,2000-01,232,10,0.385,-1.3,14.998920008639928,5.564115487076102,6.289869681042551,11.853985168118655,5.0802793577651375,0.4838361293109655,1.935344517243862,2.9030167758657925,7.015623875008999,1.693426452588379,3.870689034487724,0,0.38357429339992716,1.5091477789442291,21.216300363867507,18.243939650664608
David Rivers,OLY,2000-01,192,7,0.345,-6.2,20.142484795829716,9.925282363162466,8.465682015638576,18.39096437880104,5.546481320590791,1.1676802780191136,4.086880973066898,5.546481320590791,5.546481320590791,3.79496090356212,4.378801042571676,0,0.3448547357771239,4.1399707832175565,32.33015730287631,13.544014034791314
Davide Bonora,VIR,2000-01,97,8,0,21.9,14.398354473774425,4.031539252656839,0.575934178950977,4.607473431607816,10.942749400068562,1.151868357901954,6.335275968460747,2.303736715803908,6.335275968460747,2.303736715803908,3.4556050737058617,0.575934178950977,0,0.9604273568734998,15.292396338361328,22.596884080472048
Davor Kus,ZAG,2000-01,37,7,0,-1.3,12.17942908926144,3.04485727231536,3.04485727231536,6.08971454463072,12.17942908926144,1.52242863615768,4.56728590847304,3.04485727231536,4.56728590847304,0,1.52242863615768,0,0,0.6946772088808337,15.751429138649748,9.665336540301931
Davor Pejcinovic,ZAD,2000-01,306,10,0,-5.7,19.51697127937337,15.953002610966058,0.16971279373368148,16.12271540469974,8.825065274151438,4.5822454308094,8.825065274151438,3.0548302872062667,6.618798955613578,2.7154046997389036,3.2245430809399482,4.242819843342037,0,1.5724579634464755,26.64571736553525,12.10154351149395
Dejan Jovanovski,LUG,2000-01,206,8,0.366,0.8,21.471945591450087,7.073111488948264,10.357056108817101,17.430167597765365,4.5470002428953125,1.2630556230264756,4.041777993684722,1.768277872237066,7.325722613553559,1.515666747631771,2.7787223706582465,0.2526111246052951,0.3659767466800173,1.5524465794927345,24.645777783812655,11.274638581231187
Dejan Milojevic,BVP,2000-01,116,9,0,10.7,21.311806256306763,12.593340060544902,0.9687184661957617,13.562058526740667,6.296670030272451,6.296670030272451,6.296670030272451,0.48435923309788087,13.077699293642786,1.4530776992936427,4.359233097880928,0,0,1.3825911200807268,22.043648513622603,19.775460923299494
Dejan Radonjic,BVP,2000-01,202,9,0.4,10.8,21.646981085322533,2.775253985297761,11.101015941191044,13.876269926488803,6.105558767655074,0.8325761955893283,3.052779383827537,1.6651523911786565,6.660609564714626,1.3876269926488805,1.6651523911786565,0,0.39998792259962523,1.3544828092043577,20.445187677400803,8.144471048408333
Dejan Tomasevic,BVP,2000-01,344,10,0,8.799999999999999,37.6520811099253,22.65644707480353,0.6519840884835549,23.308431163287086,14.669641990879985,7.986805083923548,11.246725526341322,5.378868729989327,5.378868729989327,3.0969244202968853,4.889880663626662,1.9559522654506645,0,3.9194416027942176,41.489506596390804,11.785825054983988
Denis Marconato,TRE,2000-01,182,10,0,3,14.48541552008806,10.787011557512384,0.30820033021463955,11.095211887727023,3.390203632361035,4.314804623004953,5.547605943863512,1.5410016510731976,8.013208585580628,4.931205283434233,4.006604292790314,0.30820033021463955,0,0.8816833241607052,18.379660593835993,21.799120132468676
Dereck Hamilton,PET,2000-01,386,10,0.368,12.2,29.380561555075598,15.364146868250543,2.5606911447084233,17.92483801295897,9.299352051835855,4.043196544276459,6.334341252699785,3.773650107991361,4.717062634989202,3.099784017278618,3.2345572354211662,1.6172786177105831,0.3152203213934986,4.193988044643467,31.080049184101515,10.40718184280014
Derrick Taylor,FRA,2000-01,221,7,0.429,6.5,24.305628814708758,12.152814407354379,5.316856303217541,17.469670710571922,5.570039936704091,1.0127345339461982,3.544570868811694,5.316856303217541,5.316856303217541,2.7850199683520453,3.0382036018385947,0,0.42480936764433075,5.051801472407146,30.558372164744583,9.942295307679355
Dimitrios Misiakos,AEK,2000-01,2,1,0,45.5,62.222222222222214,31.111111111111107,0,31.111111111111107,0,0,31.111111111111107,0,0,0,0,0,0,4.835133333333333,34.56823144444444,0
Dimitrios Papanikolaou,OLY,2000-01,210,9,0.444,4.5,27.414448669201512,14.106463878326995,4.790874524714828,18.89733840304182,9.847908745247144,3.7262357414448664,4.258555133079847,3.1939163498098853,6.65399239543726,3.7262357414448664,3.4600760456273756,0.7984790874524713,0.4366857366490741,3.8870864798760043,31.865198392046693,10.858479533242084
Dimos Dikoudis,AEK,2000-01,184,9,0.2,-5.6000000000000005,20.71629340828724,15.232568682564146,1.523256868256415,16.75582555082056,10.053495330492337,5.17907335207181,9.748843956841053,1.523256868256415,10.053495330492337,1.8279082419076977,4.569770604769245,0.9139541209538489,0.12840702817049934,1.5289999736027795,27.984811733324733,16.3294670277431
Dino Radja,OLY,2000-01,287,10,0,0.5,27.73147340889276,20.31037489102005,0,20.31037489102005,11.131647776809068,5.858761987794245,13.86573670444638,0.976460331299041,5.858761987794245,3.5152571926765477,5.663469921534438,2.5387968613775063,0,2.2217316477768088,33.19265321098518,17.06242006487177
Dominik Hennen,FRA,2000-01,32,1,0,27.500000000000004,21.021897810218977,10.510948905109489,0,10.510948905109489,5.255474452554744,3.503649635036496,5.255474452554744,1.751824817518248,5.255474452554744,5.255474452554744,3.503649635036496,0,0,1.5051868613138684,18.717084518248175,18.718992435069797
Donatas Slanina,ZAL,2000-01,278,10,0.62,25.1,31.41316073354908,8.256023013304565,10.068320747932397,18.32434376123696,3.221862639338367,1.4095649047105356,4.631427544048902,2.0136641495864795,5.6382596188421426,1.4095649047105356,2.2150305645451276,0.8054656598345917,0.6199474240501082,3.451561800001953,25.935108686282227,8.540664283842837
Dragan Vukcevic,BVP,2000-01,167,8,0.25,-6.1,16.457417033186722,5.373850459816072,10.747700919632145,16.121551379448217,2.015193922431027,1.0075969612155136,2.686925229908036,0.671731307477009,6.71731307477009,0.3358656537385045,2.351059576169532,0.3358656537385045,0.2499892528461301,0.3604615315202815,20.120824757132162,11.684707781852529
Dusan Stevic,LUG,2000-01,224,10,0.323,-2.5,22.4910820451843,12.288941736028534,7.187871581450653,19.47681331747919,4.869203329369798,4.173602853745541,6.724137931034482,0,8.810939357907252,4.173602853745541,4.405469678953626,0.2318668252080856,0.3225121891194608,0.6696205514970544,26.50351115567592,16.622211498985344
Dusan Vukcevic,OLY,2000-01,253,10,0.295,6.800000000000001,28.600461893764432,10.64203233256351,9.755196304849886,20.39722863741339,6.6512702078521935,0.22170900692840648,2.2170900692840645,2.2170900692840645,4.212471131639722,2.2170900692840645,3.5473441108545036,1.1085450346420322,0.2949657863899296,2.874062729313063,30.588904043144748,11.596832975287638
Dzevad Alihodzic,PET,2000-01,237,10,0.4,-0.3,15.773065580676874,8.98188456677433,2.190703552871788,11.172588119646118,7.667462435051259,1.7525628422974304,7.667462435051259,1.3144221317230727,7.886532790338437,2.6288442634461453,4.162336750456396,1.3144221317230727,0.3195292600239357,0.7314968930483636,20.217445218846954,20.587847304150053
Efthymios Rentzias,FCB,2000-01,169,9,0.154,-8.5,18.784050532964862,14.780892222660876,4.003158310303987,18.784050532964862,3.695223055665219,4.926964074220292,7.390446111330438,1.5396762731938414,3.387287801026451,1.5396762731938414,4.311093564942756,2.7714172917489144,0.14847740276741808,1.2929513671524435,26.800259674809695,16.086014155283994
Elmer Bennett,BSK,2000-01,347,10,0.257,-2.9000000000000004,21.446465422085712,11.93261985890483,5.643806690022554,17.576426548927387,7.256322887171857,0.8062580985746507,3.2250323942986028,9.67509718289581,4.031290492873254,3.3862840140135333,3.708787253443393,0.16125161971493016,0.25518718034275717,6.053644709971724,36.062674727528034,10.284282243247842
Emanuel Ginobili,VIR,2000-01,296,10,0.25,-2.1999999999999997,26.464135021097047,13.421097046413498,7.561181434599155,20.982278481012653,9.8295358649789,1.512236286919831,6.616033755274262,3.40253164556962,5.670886075949367,5.4818565400843875,5.4818565400843875,0.5670886075949366,0.2497400051513678,3.5334268718253905,35.86742974922013,15.283661467835119
Emilio Kovacic,COL,2000-01,272,10,0,5,27.153177421329737,19.54205950777519,0.2057058895555283,19.747765397330717,6.994000244887962,6.376882576221377,10.696706256887472,1.439941226888698,6.582588465776905,4.319823680666095,3.7027060119995094,0.8228235582221132,0,2.061116272805191,29.081485572303166,12.732176294067726
Emmanuel Manpuya,CHA,2000-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1.9066,33.363219,95.9140063793005
Erez Katz,JER,2000-01,86,10,0.222,-11,16.999416228838296,10.321074138937538,5.464098073555167,15.785172212492705,8.499708114419148,0.6071220081727964,3.0356100408639817,2.4284880326911855,6.071220081727963,5.464098073555167,4.856976065382371,0.6071220081727964,0.22012707894031813,1.5445033209378733,27.307705747208473,17.786100781750495
Eric Burks,LON,2000-01,89,5,0.286,-0.8,18.194130925507903,5.869074492099323,8.216704288939052,14.085778781038377,6.455981941309256,1.1738148984198646,1.1738148984198646,2.3476297968397293,5.869074492099323,1.1738148984198646,1.760722347629797,0,0.2858455423553472,1.2933984678717634,21.37263543500236,8.238208867523326
Eric Struelens,RMB,2000-01,223,10,0,7.9,23.570149253731344,14.79402985074627,0,14.79402985074627,9.277611940298508,4.764179104477612,8.776119402985074,3.7611940298507465,7.271641791044775,3.2597014925373133,4.764179104477612,3.2597014925373133,0,2.2445844776119404,28.066131632835823,16.97483346405953
Eric Taylor,LON,2000-01,280,10,0.39,-1.5,21.00947500148978,10.969548894583161,7.622906858947619,18.592455753530782,2.788868363029617,1.4873964602824625,5.763661283594542,2.6029438054943093,7.251057743877004,2.974792920564925,3.5325665931708476,0.37184911507061563,0.38961867449991266,2.215271029385962,26.888251066566358,13.137955995819098
Erik Cleymans,CHA,2000-01,222,10,0.114,-23.1,10.31832821511497,5.284997378473522,8.808328964122536,14.093326342596056,5.284997378473522,1.00666616732829,2.01333233465658,1.00666616732829,6.2916635458018115,1.00666616732829,3.019998501984869,0,0.11396592300673943,0.11051191895720391,20.272739338659893,14.896844730922796
Erik Meek,RMB,2000-01,267,10,0,14.499999999999998,27.03761462167051,14.25238600212089,0,14.25238600212089,12.156446884161936,3.5630965005302224,7.545380824652235,0.6287817353876863,7.964568648244026,1.6767512943671636,4.6110660595096995,0.8383756471835818,0,1.9884416318383127,26.105610758967,17.66312269834885
Eugeny Kissourine,PET,2000-01,286,10,0.24,-5.3,14.380396732788798,7.099183197199532,4.550758459743291,11.649941656942824,6.73512252042007,1.820303383897316,6.9171528588098,1.456242707117853,6.189031505250875,1.820303383897316,2.730455075845974,0.7281213535589265,0.23498454667847818,0.5320441103927616,18.816444211042842,14.511004551240061
Eurelijus Zukauskas,FOR,2000-01,70,5,0,-7.7,31.022727272727263,25.45454545454545,0,25.45454545454545,17.499999999999996,9.545454545454543,9.545454545454543,1.5909090909090906,9.545454545454543,7.1590909090909065,3.181818181818181,0.7954545454545453,0,2.4134249999999993,39.255144329545445,8.105480787707563
Evangelos Koronios,PAK,2000-01,234,9,0.394,3.6999999999999997,22.521391899600683,8.38562464346834,7.906446092413005,16.292070735881346,6.948088990302339,1.677124928693668,2.6354820308043356,6.948088990302339,5.750142612664004,1.9167142042213345,2.875071306332002,0.23958927552766682,0.39370983811746435,5.684208335927073,31.499576900860987,9.127333092062633
